## Thu Oct 20 12:33:49 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_clhlot17/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
33931E_Pfluorescens55_05022	1415630.U771_27740	7.8e-42	137.0	2EH9I@1|root,33B1E@2|Bacteria,1NH43@1224|Proteobacteria,1SD9Y@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2788)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2788
rluE	321846.PS417_24580	4.02e-151	424.0	COG1187@1|root,COG1187@2|Bacteria,1R9VV@1224|Proteobacteria,1S1ZX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Belongs to the pseudouridine synthase RsuA family	rluE	-	5.4.99.20,5.4.99.22	ko:K06178,ko:K06181	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2
amn	321846.PS417_24585	0.0	987.0	COG0775@1|root,COG0775@2|Bacteria,1MUMQ@1224|Proteobacteria,1RNZ4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	Catalyzes the hydrolysis of the N-glycosidic bond of AMP to form adenine and ribose 5-phosphate. Involved in regulation of AMP concentrations	amn	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008714,GO:0016787,GO:0016798,GO:0016799,GO:0044424,GO:0044444,GO:0044464	3.2.2.4	ko:K01241	ko00230,map00230	-	R00182	RC00063,RC00318	ko00000,ko00001,ko01000	-	-	iECABU_c1320.ECABU_c22520,iECOK1_1307.ECOK1_2159,iECP_1309.ECP_1955,iETEC_1333.ETEC_2095,iNRG857_1313.NRG857_09950,iUMN146_1321.UM146_07225,ic_1306.c2444	AMNp_N,PNP_UDP_1
aidB	321846.PS417_24590	0.0	1110.0	COG1960@1|root,COG1960@2|Bacteria,1MU20@1224|Proteobacteria,1RN7X@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	acyl-CoA dehydrogenase	aidB	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003995,GO:0005488,GO:0005515,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008470,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016491,GO:0016627,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0033554,GO:0042802,GO:0043565,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0055114,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K09456	-	-	-	-	ko00000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M
rcsC_24	321846.PS417_24595	0.0	1540.0	COG4251@1|root,COG4251@2|Bacteria,1NSQ1@1224|Proteobacteria,1T2CP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Histidine kinase	ladS	-	-	ko:K20971	ko02025,map02025	-	-	-	ko00000,ko00001,ko01001,ko02022	-	-	-	7TMR-DISMED2,7TMR-DISM_7TM,HATPase_c,HisKA,Response_reg
thiD	321846.PS417_24600	1.24e-190	529.0	COG0351@1|root,COG0351@2|Bacteria,1MU9J@1224|Proteobacteria,1RNFP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	phosphomethylpyrimidine kinase	thiD	-	2.7.1.49,2.7.4.7	ko:K00941	ko00730,ko01100,map00730,map01100	M00127	R03471,R04509	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Phos_pyr_kin
thiE_2	321846.PS417_24605	1.4e-140	397.0	COG0352@1|root,COG0352@2|Bacteria,1RDSU@1224|Proteobacteria,1S6QS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP)	thiE	GO:0003674,GO:0003824,GO:0004789,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.3	ko:K00788	ko00730,ko01100,map00730,map01100	M00127	R03223,R10712	RC00224,RC03255,RC03397	ko00000,ko00001,ko00002,ko01000	-	-	-	TMP-TENI
hemL	321846.PS417_24610	4.82e-313	852.0	COG0001@1|root,COG0001@2|Bacteria,1MUY5@1224|Proteobacteria,1RM7N@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Glutamate-1-semialdehyde aminotransferase	hemL	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016853,GO:0016866,GO:0016869,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042286,GO:0042440,GO:0042802,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046483,GO:0046501,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	5.4.3.8	ko:K01845	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R02272	RC00677	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	iUMNK88_1353.UMNK88_158	Aminotran_3
33931E_Pfluorescens55_05030	321846.PS417_24615	1.98e-106	309.0	COG0790@1|root,COG0790@2|Bacteria,1NCWX@1224|Proteobacteria,1SHI6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	COG0790 FOG TPR repeat, SEL1 subfamily	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	Sel1
33931E_Pfluorescens55_05031	1415630.U771_27790	1.63e-73	220.0	COG4517@1|root,COG4517@2|Bacteria,1MZJX@1224|Proteobacteria,1S95D@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	IV02_29925	-	-	-	-	-	-	-	-	-	-	-	DUF1820
miaB	321846.PS417_24625	0.0	884.0	COG0621@1|root,COG0621@2|Bacteria,1MURS@1224|Proteobacteria,1RMD8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine	miaB	GO:0001510,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016782,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0035596,GO:0035597,GO:0035600,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0050497,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:0090304,GO:1901360	2.8.4.3	ko:K06168	-	-	R10645,R10646,R10647	RC00003,RC00980,RC03221,RC03222	ko00000,ko01000,ko03016	-	-	-	Radical_SAM,TRAM,UPF0004
ybeZ	321846.PS417_24630	1.36e-240	662.0	COG1702@1|root,COG1702@2|Bacteria,1MVDV@1224|Proteobacteria,1RP2Y@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	phosphate starvation-inducible protein PhoH	ybeZ	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	ko:K06217	-	-	-	-	ko00000	-	-	-	PhoH
ybeY	321846.PS417_24635	3.73e-109	313.0	COG0319@1|root,COG0319@2|Bacteria,1MZ67@1224|Proteobacteria,1S6BS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	GO:0000469,GO:0000478,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016072,GO:0016151,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019219,GO:0019222,GO:0019538,GO:0022613,GO:0030490,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043244,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	ko:K07042	-	-	-	-	ko00000,ko03009	-	-	-	UPF0054
corC	1117958.PE143B_0100655	8.39e-196	543.0	COG4535@1|root,COG4535@2|Bacteria,1QTU8@1224|Proteobacteria,1RMKX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Mg2 and Co2 transporter CorC	corC	GO:0001897,GO:0001906,GO:0001907,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009405,GO:0009987,GO:0016020,GO:0019835,GO:0019836,GO:0031640,GO:0035821,GO:0044003,GO:0044004,GO:0044179,GO:0044364,GO:0044403,GO:0044419,GO:0044464,GO:0044764,GO:0051701,GO:0051704,GO:0051715,GO:0051801,GO:0051817,GO:0051818,GO:0051883,GO:0052331,GO:0071944	-	ko:K06189	-	-	-	-	ko00000,ko02000	9.A.40.1.2	-	-	CBS,CorC_HlyC
lnt	321846.PS417_24645	0.0	1037.0	COG0815@1|root,COG0815@2|Bacteria,1MUBU@1224|Proteobacteria,1RM8M@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Transfers the fatty acyl group on membrane lipoproteins	lnt	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016021,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0031224,GO:0031226,GO:0034645,GO:0036211,GO:0042157,GO:0042158,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576	-	ko:K03820	-	-	-	-	ko00000,ko01000	-	GT2	iEcSMS35_1347.EcSMS35_0678,iSbBS512_1146.SbBS512_E0590	CN_hydrolase
33931E_Pfluorescens55_05037	321846.PS417_24650	5.9e-183	508.0	COG1434@1|root,COG1434@2|Bacteria,1MVW8@1224|Proteobacteria,1S92A@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Conserved Protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF218
33931E_Pfluorescens55_05038	1282356.H045_17440	2.91e-43	143.0	2B18Z@1|root,31TPF@2|Bacteria,1QREZ@1224|Proteobacteria,1RUEC@1236|Gammaproteobacteria,1YQU8@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
leuS	321846.PS417_24660	0.0	1777.0	COG0495@1|root,COG0495@2|Bacteria,1MV47@1224|Proteobacteria,1RP14@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	iECOK1_1307.ECOK1_0652,iECS88_1305.ECS88_0684,iNRG857_1313.NRG857_02925,iPC815.YPO2610	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2
lptE	321846.PS417_24665	8.73e-132	375.0	COG2980@1|root,COG2980@2|Bacteria,1NGPX@1224|Proteobacteria,1SGKQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Together with LptD, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane. Required for the proper assembly of LptD. Binds LPS and may serve as the LPS recognition site at the outer membrane	lptE	-	-	ko:K03643	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	LptE
holA	321846.PS417_24670	4.93e-244	671.0	COG1466@1|root,COG1466@2|Bacteria,1MWYT@1224|Proteobacteria,1RQRE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	dna polymerase III delta subunit	holA	GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0032991,GO:0034641,GO:0034645,GO:0042575,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:1901360,GO:1901576,GO:1902494,GO:1990234	2.7.7.7	ko:K02340	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delt_C,DNA_pol3_delta
33931E_Pfluorescens55_05042	1117958.PE143B_0100615	2.21e-31	109.0	COG3036@1|root,COG3036@2|Bacteria	2|Bacteria	S	rescue of stalled ribosome	arfA	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0006412,GO:0006414,GO:0006417,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0032268,GO:0034248,GO:0034641,GO:0034645,GO:0043021,GO:0043023,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044877,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0060255,GO:0065007,GO:0071704,GO:0072344,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112	-	ko:K09890	-	-	-	-	ko00000,ko03012	-	-	-	DUF331
33931E_Pfluorescens55_05043	321846.PS417_24680	0.0	880.0	COG2951@1|root,COG3409@1|root,COG2951@2|Bacteria,COG3409@2|Bacteria,1MUZ3@1224|Proteobacteria,1RMQ6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Lytic murein transglycosylase	-	-	-	ko:K08305	-	-	-	-	ko00000,ko01000,ko01011	-	GH103	-	PG_binding_1,SLT_2
ykfA	321846.PS417_24685	2.03e-221	610.0	COG1619@1|root,COG1619@2|Bacteria,1RDGY@1224|Proteobacteria,1T05T@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	peptidase	-	-	3.4.17.13	ko:K01297	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	Peptidase_S66
lipA	321846.PS417_24690	1.49e-252	692.0	COG0320@1|root,COG0320@2|Bacteria,1MVRD@1224|Proteobacteria,1RMAT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives	lipA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009106,GO:0009107,GO:0009108,GO:0009249,GO:0009987,GO:0010467,GO:0016053,GO:0016740,GO:0016782,GO:0016783,GO:0016992,GO:0018065,GO:0018130,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0032787,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0051604,GO:0070283,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901576	2.8.1.8	ko:K03644	ko00785,ko01100,map00785,map01100	-	R07767,R07768	RC01978	ko00000,ko00001,ko01000	-	-	iAPECO1_1312.APECO1_1427,iB21_1397.B21_00586,iBWG_1329.BWG_0499,iE2348C_1286.E2348C_0528,iEC55989_1330.EC55989_0620,iECABU_c1320.ECABU_c06820,iECBD_1354.ECBD_3023,iECB_1328.ECB_00597,iECDH10B_1368.ECDH10B_0589,iECDH1ME8569_1439.ECDH1ME8569_0597,iECD_1391.ECD_00597,iECED1_1282.ECED1_0624,iECH74115_1262.ECH74115_0716,iECIAI1_1343.ECIAI1_0611,iECIAI39_1322.ECIAI39_0603,iECNA114_1301.ECNA114_0567,iECO103_1326.ECO103_0635,iECO111_1330.ECO111_0658,iECO26_1355.ECO26_0702,iECOK1_1307.ECOK1_0638,iECP_1309.ECP_0658,iECS88_1305.ECS88_0669,iECSE_1348.ECSE_0695,iECSF_1327.ECSF_0567,iECSP_1301.ECSP_0681,iECUMN_1333.ECUMN_0720,iECW_1372.ECW_m0682,iECs_1301.ECs0666,iEKO11_1354.EKO11_3238,iETEC_1333.ETEC_0656,iEcDH1_1363.EcDH1_2998,iEcE24377_1341.EcE24377A_0652,iEcHS_1320.EcHS_A0679,iEcSMS35_1347.EcSMS35_0648,iEcolC_1368.EcolC_3017,iG2583_1286.G2583_0791,iJO1366.b0628,iLF82_1304.LF82_1199,iNRG857_1313.NRG857_02855,iSBO_1134.SBO_0492,iSDY_1059.SDY_0550,iSF_1195.SF0653,iSFxv_1172.SFxv_0720,iSSON_1240.SSON_0582,iS_1188.S0675,iSbBS512_1146.SbBS512_E0542,iUMN146_1321.UM146_14375,iUMNK88_1353.UMNK88_663,iUTI89_1310.UTI89_C0631,iWFL_1372.ECW_m0682,iY75_1357.Y75_RS03275,ic_1306.c0718	LIAS_N,Radical_SAM
lipB	321846.PS417_24695	1.52e-157	441.0	COG0321@1|root,COG0321@2|Bacteria,1MU6A@1224|Proteobacteria,1RMXQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate	lipB	GO:0003674,GO:0003824,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009106,GO:0009107,GO:0009108,GO:0009249,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016053,GO:0016415,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016779,GO:0016874,GO:0016879,GO:0016979,GO:0018065,GO:0018130,GO:0018193,GO:0018205,GO:0019222,GO:0019538,GO:0019752,GO:0032787,GO:0033819,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0048519,GO:0050789,GO:0051186,GO:0051188,GO:0051604,GO:0060255,GO:0065007,GO:0071704,GO:0072330,GO:0140096,GO:1901360,GO:1901362,GO:1901564,GO:1901576	2.3.1.181	ko:K03801	ko00785,ko01100,map00785,map01100	-	R07766,R07769	RC00039,RC00992,RC02867	ko00000,ko00001,ko01000	-	-	iECSF_1327.ECSF_0569,iSFV_1184.SFV_0696,iSFxv_1172.SFxv_0718	BPL_LplA_LipB
33931E_Pfluorescens55_05047	321846.PS417_24700	6e-59	182.0	COG2921@1|root,COG2921@2|Bacteria	2|Bacteria	S	Belongs to the UPF0250 family	ybeD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	ko:K09158	-	-	-	-	ko00000	-	-	-	DUF493
dacC_2	321846.PS417_24705	8.03e-277	757.0	COG1686@1|root,COG1686@2|Bacteria,1MUU7@1224|Proteobacteria,1RMJA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Belongs to the peptidase S11 family	dacA	GO:0000270,GO:0003674,GO:0003824,GO:0004175,GO:0004180,GO:0004185,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006023,GO:0006024,GO:0006508,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008360,GO:0008658,GO:0009002,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016021,GO:0016787,GO:0017171,GO:0019538,GO:0022603,GO:0022604,GO:0030203,GO:0031224,GO:0031226,GO:0031406,GO:0033218,GO:0033293,GO:0034645,GO:0036094,GO:0042221,GO:0042493,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0065007,GO:0065008,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0097159,GO:0140096,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681	3.4.16.4	ko:K07258	ko00550,ko01100,map00550,map01100	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	iEC55989_1330.EC55989_2269,iSFV_1184.SFV_0694,iSbBS512_1146.SbBS512_E2506,iYL1228.KPN_00664	PBP5_C,Peptidase_S11
rlpA	321846.PS417_24710	2.97e-244	670.0	COG0797@1|root,COG3087@1|root,COG0797@2|Bacteria,COG3087@2|Bacteria,1MZ8S@1224|Proteobacteria,1RMCG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	rlpA	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	-	ko:K03642	-	-	-	-	ko00000	-	-	-	DPBB_1,SPOR
mltB	321846.PS417_24715	1.43e-248	681.0	COG2951@1|root,COG2951@2|Bacteria,1MUZ3@1224|Proteobacteria,1RMQ6@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Lytic murein transglycosylase	mltB	-	-	ko:K08305	-	-	-	-	ko00000,ko01000,ko01011	-	GH103	-	SLT_2
mrdB	321846.PS417_24720	2.74e-266	730.0	COG0772@1|root,COG0772@2|Bacteria,1MUK3@1224|Proteobacteria,1RMEJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Peptidoglycan polymerase that is essential for cell wall elongation	mrdB	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008360,GO:0016020,GO:0022603,GO:0022604,GO:0044464,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0071944	-	ko:K05837	-	-	-	-	ko00000,ko03036	-	-	-	FTSW_RODA_SPOVE
